"Alabama_vs.msw","Alaska_vs.msw","Arizona_vs.msw","Arkansas_vs.msw","California_vs.msw","Colorado_vs.msw","Connecticut_vs.msw","Delaware_vs.msw","District of Columbia_vs.msw","Florida_vs.msw","Georgia_vs.msw","Hawaii_vs.msw","Idaho_vs.msw","Illinois_vs.msw","Indiana_vs.msw","Iowa_vs.msw","Kansas_vs.msw","Kentucky_vs.msw","Louisiana_vs.msw","Maine_vs.msw","Maryland_vs.msw","Massachusetts_vs.msw","Michigan_vs.msw","Minnesota_vs.msw","Mississippi_vs.msw","Missouri_vs.msw","Montana_vs.msw","Nebraska_vs.msw","Nevada_vs.msw","New Hampshire_vs.msw","New Jersey_vs.msw","New Mexico_vs.msw","New York_vs.msw","North Carolina_vs.msw","North Dakota_vs.msw","Ohio_vs.msw","Oklahoma_vs.msw","Oregon_vs.msw","Pennsylvania_vs.msw","Rhode Island_vs.msw","South Carolina_vs.msw","South Dakota_vs.msw","Tennessee_vs.msw","Texas_vs.msw","Utah_vs.msw","Vermont_vs.msw","Virginia_vs.msw","Washington_vs.msw","West Virginia_vs.msw","Wisconsin_vs.msw","Wyoming_vs.msw"
0.488002372783778,0.778725772660146,0.500484179961181,0.562594813461415,0.5741014395422,0.496240603361256,0.570852470926313,0.638771850206787,0.446936827851167,0.65207949576593,0.567731885457775,0.789427146692819,0.618612268755384,0.547630316223989,0.700169711101778,0.689259626122542,0.683645494667825,0.618634894686817,0.719119478020339,0.620407354002518,0.577538631225026,0.586598774962691,0.658817445122801,0.619672717375925,0.315304593858227,0.569546933223695,0.838023473098874,0.632241347796042,0.570304405289242,0.592621719975747,0.618308613208255,0.578425723344895,0.670467765309454,0.651568498104377,0.399115647159909,0.634950844558723,0.56796177841701,0.711249572296122,0.595505323234096,0.663165845758269,0.540435489053241,0.517820218857378,0.624922208702554,0.5027293698186,0.669820538569242,0.626710360718827,0.605862135120902,0.643416928093427,0.264668879163328,0.766769616443598,0.923580167975742
0.490817894872748,0.808105397295762,0.532764525982974,0.606164679402486,0.557522874935639,0.487188956580337,0.542416308107463,0.702602643479072,0.487405940760446,0.559371924132912,0.619561140078485,0.802891929350982,0.661561084688855,0.577404671135993,0.638383173209857,0.683472011319482,0.702581627665764,0.705558699156087,0.688052659503554,0.619753426483141,0.51915555920579,0.633700867589786,0.681946681164502,0.642480153831104,0.324517055338418,0.562051074696551,0.846269871406257,0.665330559658577,0.53631823896513,0.605927562449642,0.559207179548209,0.569716488677435,0.604341635474745,0.561512370361859,0.461193995903197,0.624648164776036,0.554363042839245,0.668535731305815,0.589585046712042,0.65961379288585,0.607907591112239,0.504050271213055,0.644655867037169,0.484083800987672,0.642033635444939,0.714901594123964,0.545593383098948,0.646190692848885,0.26785789517387,0.724366674822419,0.901316753367428
0.490817894872748,0.808105397295762,0.532764525982974,0.606164679402486,0.557522874935639,0.487188956580337,0.542416308107463,0.702602643479072,0.487405940760446,0.559371924132912,0.619561140078485,0.802891929350982,0.661561084688855,0.577404671135993,0.638383173209857,0.683472011319482,0.702581627665764,0.705558699156087,0.688052659503554,0.619753426483141,0.51915555920579,0.633700867589786,0.681946681164502,0.642480153831104,0.324517055338418,0.562051074696551,0.846269871406257,0.665330559658577,0.53631823896513,0.605927562449642,0.559207179548209,0.569716488677435,0.604341635474745,0.561512370361859,0.461193995903197,0.624648164776036,0.554363042839245,0.668535731305815,0.589585046712042,0.65961379288585,0.607907591112239,0.504050271213055,0.644655867037169,0.484083800987672,0.642033635444939,0.714901594123964,0.545593383098948,0.646190692848885,0.26785789517387,0.724366674822419,0.901316753367428
0.509996869413759,0.813584784085446,0.469698687214991,0.554575997796841,0.614433839696499,0.514468948450314,0.515902317684181,0.653311959966642,0.534537608079405,0.659129939347759,0.547541147814609,0.723414698120537,0.649718450732395,0.542538668193014,0.707672915892055,0.746633270828026,0.754078797400472,0.614124673234022,0.635431333321814,0.634490114923627,0.579849616694305,0.609062735709027,0.724178372128953,0.670041535471871,0.29303527702396,0.58406461710585,0.765607754848898,0.672607564072435,0.581764885903796,0.559270766997399,0.649407017175468,0.599464372296043,0.63644065363616,0.612627537716689,0.438524131418059,0.567209436057492,0.547928500907347,0.795310641121904,0.58675298633178,0.623870817857429,0.594479206877085,0.519276336720213,0.596886449394636,0.491971361515127,0.571559144006111,0.603379515317622,0.626864296866006,0.767282701061875,0.277218197008929,0.760090057119264,0.905925555091817
0.435884473497403,0.891742782508756,0.463871774551036,0.61505538039282,0.547531160891787,0.50247204724317,0.511525701698248,0.738241786935718,0.492172552456432,0.599672082480848,0.57064415386934,0.736664631910905,0.661926408955086,0.58221473128856,0.685420410901007,0.786974682485556,0.701248950547996,0.610202674020802,0.686273314016772,0.627092859392325,0.584349193522229,0.579418464140758,0.614542195798864,0.646746844793851,0.317780770988389,0.55001307626358,0.745864613875747,0.692506694184892,0.502108656692943,0.652874989080408,0.650125908439827,0.580052622915669,0.575022491409812,0.639641230476038,0.445987205403416,0.683762101092467,0.559715500335514,0.705593620090967,0.582359231303486,0.650009489594651,0.554964779306952,0.45993817509152,0.632212216744098,0.552307258533906,0.616838927135803,0.705909589148159,0.568297182143208,0.738813037450765,0.293609238502939,0.70582461957186,0.848176677277079
0.490817894872748,0.808105397295762,0.532764525982974,0.606164679402486,0.557522874935639,0.487188956580337,0.542416308107463,0.702602643479072,0.487405940760446,0.559371924132912,0.619561140078485,0.802891929350982,0.661561084688855,0.577404671135993,0.638383173209857,0.683472011319482,0.702581627665764,0.705558699156087,0.688052659503554,0.619753426483141,0.51915555920579,0.633700867589786,0.681946681164502,0.642480153831104,0.324517055338418,0.562051074696551,0.846269871406257,0.665330559658577,0.53631823896513,0.605927562449642,0.559207179548209,0.569716488677435,0.604341635474745,0.561512370361859,0.461193995903197,0.624648164776036,0.554363042839245,0.668535731305815,0.589585046712042,0.65961379288585,0.607907591112239,0.504050271213055,0.644655867037169,0.484083800987672,0.642033635444939,0.714901594123964,0.545593383098948,0.646190692848885,0.26785789517387,0.724366674822419,0.901316753367428
0.488002372783778,0.778725772660146,0.500484179961181,0.562594813461415,0.5741014395422,0.496240603361256,0.570852470926313,0.638771850206787,0.446936827851167,0.65207949576593,0.567731885457775,0.789427146692819,0.618612268755384,0.547630316223989,0.700169711101778,0.689259626122542,0.683645494667825,0.618634894686817,0.719119478020339,0.620407354002518,0.577538631225026,0.586598774962691,0.658817445122801,0.619672717375925,0.315304593858227,0.569546933223695,0.838023473098874,0.632241347796042,0.570304405289242,0.592621719975747,0.618308613208255,0.578425723344895,0.670467765309454,0.651568498104377,0.399115647159909,0.634950844558723,0.56796177841701,0.711249572296122,0.595505323234096,0.663165845758269,0.540435489053241,0.517820218857378,0.624922208702554,0.5027293698186,0.669820538569242,0.626710360718827,0.605862135120902,0.643416928093427,0.264668879163328,0.766769616443598,0.923580167975742
0.478607571827747,0.797680743831269,0.5466219518585,0.594482400653884,0.60016186641111,0.487869251300946,0.557150796695732,0.676183397967185,0.46367393414233,0.556064092200925,0.55744010081658,0.776535119814209,0.572640498653376,0.560276980321492,0.682781840978397,0.797193805707185,0.73377678078973,0.730411335832831,0.760128986500141,0.733428432452943,0.563158342157986,0.625561544070165,0.667825821093717,0.638827729707604,0.337162863131978,0.604409549934609,0.751696542538703,0.583089498397722,0.578239874124668,0.577579904312661,0.672937969930979,0.596376900890699,0.577749598451001,0.635071011431754,0.40995975575949,0.596003891369967,0.512322345202388,0.77710538812487,0.54501597696211,0.637172161070589,0.53959028876206,0.533246479136869,0.589779720922365,0.587200241778517,0.668120674007572,0.596158062486813,0.635571164647751,0.65385792796843,0.272601424901799,0.655711971450674,0.986869038002333
0.501123677287802,0.867670752544035,0.512650004309648,0.524208506786265,0.563827052814829,0.509736043001831,0.549052804695571,0.664030541933253,0.533490637069282,0.617988372046131,0.62515512382203,0.745328861842804,0.645417401848821,0.583727526805491,0.590813509031809,0.700812424067177,0.740255460891707,0.656186360637419,0.695904581308579,0.69805197798677,0.554067406572128,0.636479406409049,0.608325860587196,0.637162986553107,0.310572198709779,0.608737880832504,0.863453179299831,0.587468313501665,0.506731005590173,0.588814942203318,0.604468557620645,0.543814400123706,0.685938738626221,0.560610466745615,0.398568057268858,0.581791889325174,0.562134544357965,0.734019687352076,0.627491911143204,0.654390293489198,0.617254678457075,0.522171914903447,0.697873049806829,0.517192176657734,0.677813062964939,0.672225742978204,0.587736186971083,0.739129797469296,0.287568207952756,0.789996712576852,0.942606587052578
0.444156604906162,0.849137709139192,0.502841151177302,0.559090037533082,0.52731504391472,0.518405168508395,0.513776587848874,0.718115263630525,0.469220460236394,0.584077369533162,0.532844553417927,0.739191583605318,0.6359173833551,0.530590464878386,0.692739000613082,0.758033048751589,0.674843655510028,0.674495938047313,0.679599727445918,0.691000101673267,0.537674125789956,0.641269256561273,0.659072377972051,0.621558339259193,0.330258037941585,0.628854427315779,0.795958628617227,0.676643503226202,0.524269152737659,0.621279026887081,0.561695360888661,0.53508135617639,0.676687156398091,0.606189463117693,0.394264016633755,0.605483495564089,0.524050064488234,0.770914427072829,0.58942676484134,0.608685945491984,0.581804302847425,0.510621693427674,0.652536817847833,0.49852987825338,0.627939191344194,0.651075612101704,0.58788882107708,0.705155212481072,0.268263592220017,0.660874698588008,0.873273565761046
