"Alabama_vs.pwid","Alaska_vs.pwid","Arizona_vs.pwid","Arkansas_vs.pwid","California_vs.pwid","Colorado_vs.pwid","Connecticut_vs.pwid","Delaware_vs.pwid","District of Columbia_vs.pwid","Florida_vs.pwid","Georgia_vs.pwid","Hawaii_vs.pwid","Idaho_vs.pwid","Illinois_vs.pwid","Indiana_vs.pwid","Iowa_vs.pwid","Kansas_vs.pwid","Kentucky_vs.pwid","Louisiana_vs.pwid","Maine_vs.pwid","Maryland_vs.pwid","Massachusetts_vs.pwid","Michigan_vs.pwid","Minnesota_vs.pwid","Mississippi_vs.pwid","Missouri_vs.pwid","Montana_vs.pwid","Nebraska_vs.pwid","Nevada_vs.pwid","New Hampshire_vs.pwid","New Jersey_vs.pwid","New Mexico_vs.pwid","New York_vs.pwid","North Carolina_vs.pwid","North Dakota_vs.pwid","Ohio_vs.pwid","Oklahoma_vs.pwid","Oregon_vs.pwid","Pennsylvania_vs.pwid","Rhode Island_vs.pwid","South Carolina_vs.pwid","South Dakota_vs.pwid","Tennessee_vs.pwid","Texas_vs.pwid","Utah_vs.pwid","Vermont_vs.pwid","Virginia_vs.pwid","Washington_vs.pwid","West Virginia_vs.pwid","Wisconsin_vs.pwid","Wyoming_vs.pwid"
0.39819836766013,0.693270004451783,0.375057462215835,0.46467475224204,0.450533382478355,0.403531464308185,0.454937944606786,0.704210676900266,0.433392163038258,0.643344895651831,0.501741200232494,0.720177380681284,0.504337303205584,0.506939629461787,0.563836511717278,0.742440552303,0.623468658075089,0.61468918060913,0.619614458981843,0.725755264868283,0.581699721620799,0.675155785238437,0.559052747981799,0.558930597816315,0.294031235691622,0.459261813829085,0.69222173240581,0.652156495506157,0.477959510601826,0.527286075311425,0.580310969351972,0.494110109028189,0.441395706855793,0.625449171645031,0.416333273803815,0.56522774126467,0.486882626738755,0.587225471752918,0.479609749760558,0.60672936583337,0.512033495194028,0.606145697694272,0.62026800314567,0.435982304035037,0.434044856452741,0.55284443242733,0.458335238515585,0.601239455309328,0.298169758863151,0.656509343632033,0.813415984042998
0.416171340144917,0.718335872187251,0.390118740899384,0.43460571281707,0.439699160777947,0.457905697494372,0.448302579868667,0.759277730625433,0.497651589991953,0.634535352485883,0.542725204502779,0.687167194252834,0.586507705956598,0.456539423111049,0.551842375584778,0.719695460396073,0.588192481299032,0.613424423132383,0.559363324672889,0.705799325214078,0.522812239455863,0.675642423780214,0.65606783594242,0.607429154418767,0.321100593114578,0.490703169032136,0.631236702903378,0.719726036174203,0.467242247684386,0.543472955319877,0.511987080976665,0.489726652309873,0.497660775834495,0.572089472305712,0.428511637033895,0.565417217001029,0.490174323022689,0.567587351202452,0.536079720430898,0.69311663161298,0.55009360536342,0.598045756746084,0.517618268956341,0.473300615602096,0.491848658913603,0.54013145673485,0.533209431675264,0.58408864388666,0.310020201129009,0.628780235558856,0.853098749439232
0.416171340144917,0.718335872187251,0.390118740899384,0.43460571281707,0.439699160777947,0.457905697494372,0.448302579868667,0.759277730625433,0.497651589991953,0.634535352485883,0.542725204502779,0.687167194252834,0.586507705956598,0.456539423111049,0.551842375584778,0.719695460396073,0.588192481299032,0.613424423132383,0.559363324672889,0.705799325214078,0.522812239455863,0.675642423780214,0.65606783594242,0.607429154418767,0.321100593114578,0.490703169032136,0.631236702903378,0.719726036174203,0.467242247684386,0.543472955319877,0.511987080976665,0.489726652309873,0.497660775834495,0.572089472305712,0.428511637033895,0.565417217001029,0.490174323022689,0.567587351202452,0.536079720430898,0.69311663161298,0.55009360536342,0.598045756746084,0.517618268956341,0.473300615602096,0.491848658913603,0.54013145673485,0.533209431675264,0.58408864388666,0.310020201129009,0.628780235558856,0.853098749439232
0.442549024348358,0.67050128029095,0.33939099938684,0.412730272373083,0.467771401810689,0.44957648851133,0.469077204449542,0.644982433028053,0.40983883427432,0.603339946750226,0.542756919544503,0.694629389705689,0.518634749189371,0.456296992047035,0.538146847135421,0.755251031063978,0.566229446665258,0.654541771183461,0.5492758671329,0.717818697812882,0.564846680211641,0.635748911939905,0.606848129152566,0.553034840662053,0.302557997652987,0.504882648894166,0.66048834416561,0.644133046843732,0.489486099271612,0.556996281305798,0.58119991575313,0.532740315442435,0.467857343055282,0.540332385118691,0.482156928902492,0.558493783670744,0.495012594120997,0.644619582758561,0.519264521398996,0.636737885323486,0.529837876614336,0.560911498196423,0.5413760000683,0.439490124312028,0.436062703195673,0.597163058701467,0.452392547909919,0.591845494575119,0.297110392379545,0.598466292923538,0.802979808087306
0.437435610942125,0.743212668827707,0.338019727972339,0.437190445965207,0.499490497362911,0.412047921917605,0.494872103574696,0.706714633932648,0.488789572882435,0.540782181626183,0.512585286107793,0.685973967254101,0.535728632711992,0.474152993439204,0.557131943960974,0.666805344720723,0.574864346998102,0.563411218174619,0.556623610133252,0.652705170756037,0.566616640137352,0.676943090272181,0.581699375809996,0.600500660646433,0.308335242486996,0.452296592043883,0.742474778528076,0.713317881251472,0.539347470676043,0.506463786572031,0.53997434696537,0.460292858277038,0.494543525224009,0.620006580618814,0.432660015113652,0.534894649678492,0.474506470400603,0.666573251502862,0.579136102802796,0.700373561158776,0.488313981367562,0.514614017624408,0.615291623660312,0.51706420879565,0.490140914603566,0.541821102863376,0.439827844761705,0.575519745461523,0.2710805024195,0.585496342444487,0.728497140031929
0.416171340144917,0.718335872187251,0.390118740899384,0.43460571281707,0.439699160777947,0.457905697494372,0.448302579868667,0.759277730625433,0.497651589991953,0.634535352485883,0.542725204502779,0.687167194252834,0.586507705956598,0.456539423111049,0.551842375584778,0.719695460396073,0.588192481299032,0.613424423132383,0.559363324672889,0.705799325214078,0.522812239455863,0.675642423780214,0.65606783594242,0.607429154418767,0.321100593114578,0.490703169032136,0.631236702903378,0.719726036174203,0.467242247684386,0.543472955319877,0.511987080976665,0.489726652309873,0.497660775834495,0.572089472305712,0.428511637033895,0.565417217001029,0.490174323022689,0.567587351202452,0.536079720430898,0.69311663161298,0.55009360536342,0.598045756746084,0.517618268956341,0.473300615602096,0.491848658913603,0.54013145673485,0.533209431675264,0.58408864388666,0.310020201129009,0.628780235558856,0.853098749439232
0.39819836766013,0.693270004451783,0.375057462215835,0.46467475224204,0.450533382478355,0.403531464308185,0.454937944606786,0.704210676900266,0.433392163038258,0.643344895651831,0.501741200232494,0.720177380681284,0.504337303205584,0.506939629461787,0.563836511717278,0.742440552303,0.623468658075089,0.61468918060913,0.619614458981843,0.725755264868283,0.581699721620799,0.675155785238437,0.559052747981799,0.558930597816315,0.294031235691622,0.459261813829085,0.69222173240581,0.652156495506157,0.477959510601826,0.527286075311425,0.580310969351972,0.494110109028189,0.441395706855793,0.625449171645031,0.416333273803815,0.56522774126467,0.486882626738755,0.587225471752918,0.479609749760558,0.60672936583337,0.512033495194028,0.606145697694272,0.62026800314567,0.435982304035037,0.434044856452741,0.55284443242733,0.458335238515585,0.601239455309328,0.298169758863151,0.656509343632033,0.813415984042998
0.429584280611996,0.742997580329239,0.364204387528442,0.460294354242925,0.476332547880084,0.466846557863889,0.454310032933347,0.642714107426039,0.412241066616475,0.60858668712178,0.463444384077303,0.708764467751198,0.580884411552589,0.445762219260845,0.600680537600336,0.748631634581094,0.630456994618038,0.574771337111541,0.645282442019027,0.645787084040543,0.498788410191365,0.601471504513829,0.640076637817195,0.604082647327986,0.329488871783899,0.509256151863147,0.617544246065181,0.693218781859226,0.540301478237013,0.557899802076945,0.586913146126748,0.469283544257823,0.436701224663273,0.586410036018123,0.435114931717515,0.496311401838812,0.48126462964298,0.632441308915009,0.542310019907043,0.604042508860252,0.558517076898493,0.545980247769505,0.542404625862231,0.472151196225269,0.455747488975668,0.582085260509097,0.475164380190441,0.657402177273363,0.304286029647847,0.634272610578518,0.719583429817188
0.447614785433114,0.745423108289922,0.346636882082329,0.437849971986864,0.461536935132698,0.441937567022608,0.445221063665339,0.64527090885692,0.438608167125262,0.602210859579987,0.490316860558531,0.802933702847644,0.504138116473569,0.470999315465686,0.562017415371956,0.797205502573796,0.533957738421442,0.628014950708005,0.624977253886024,0.674989148752877,0.57879195217406,0.63796091479232,0.606642474137018,0.625448807177929,0.285859665370168,0.471047671877484,0.727433678744043,0.711188572668956,0.474701121864952,0.550352277569852,0.557394535841317,0.517358306407163,0.491203022408218,0.525663447037633,0.460536376543343,0.522499871115398,0.55682806865759,0.624955341408489,0.499173220781002,0.709177031905523,0.541399187528551,0.603504635963589,0.558983590459641,0.48381349477986,0.443736027988892,0.544732828575008,0.480348821320261,0.698824512669697,0.31464574083293,0.55952897346863,0.723202687269077
0.401069085957307,0.650107954078439,0.359497662934884,0.403176534434679,0.524319550755436,0.445679775877158,0.482314253347711,0.697547168082402,0.488693440224573,0.574947634421571,0.5262634802202,0.769398081428525,0.530160373904891,0.462397940911199,0.630878860400823,0.713573046058527,0.571222502598224,0.657797990373067,0.61028254141906,0.750619631012281,0.486878963029098,0.611924653586901,0.555238220284974,0.61857931918996,0.312367691858658,0.482882841865862,0.655831787149172,0.767195199253426,0.508235930097176,0.59726156675956,0.563082610053142,0.456361178421877,0.482472510193929,0.606009728931905,0.482117890903726,0.490542165495483,0.507351063885269,0.566493276572295,0.488490130574399,0.611846209723236,0.528819320558162,0.521881610427052,0.56630902149449,0.462969325172563,0.505090120803708,0.581974276389055,0.487952522344927,0.695595205739538,0.27170597021468,0.582364287016273,0.807059023798987
