"Alabama_pr.msm","Alaska_pr.msm","Arizona_pr.msm","Arkansas_pr.msm","California_pr.msm","Colorado_pr.msm","Connecticut_pr.msm","Delaware_pr.msm","District of Columbia_pr.msm","Florida_pr.msm","Georgia_pr.msm","Hawaii_pr.msm","Idaho_pr.msm","Illinois_pr.msm","Indiana_pr.msm","Iowa_pr.msm","Kansas_pr.msm","Kentucky_pr.msm","Louisiana_pr.msm","Maine_pr.msm","Maryland_pr.msm","Massachusetts_pr.msm","Michigan_pr.msm","Minnesota_pr.msm","Mississippi_pr.msm","Missouri_pr.msm","Montana_pr.msm","Nebraska_pr.msm","Nevada_pr.msm","New Hampshire_pr.msm","New Jersey_pr.msm","New Mexico_pr.msm","New York_pr.msm","North Carolina_pr.msm","North Dakota_pr.msm","Ohio_pr.msm","Oklahoma_pr.msm","Oregon_pr.msm","Pennsylvania_pr.msm","Rhode Island_pr.msm","South Carolina_pr.msm","South Dakota_pr.msm","Tennessee_pr.msm","Texas_pr.msm","Utah_pr.msm","Vermont_pr.msm","Virginia_pr.msm","Washington_pr.msm","West Virginia_pr.msm","Wisconsin_pr.msm","Wyoming_pr.msm"
0.362303049757304,0.129428734567996,0.112550820303555,0.247761227233372,0.138728735440951,0.1075834894099,0.120465633731614,0.171517944658822,0.299444819327105,0.256399420892358,0.266696137905026,0.0932023744321944,0.146964881577547,0.162452893643285,0.11170775816317,0.180405319292599,0.146647805434946,0.215573339747484,0.352076978116673,0.104576746575461,0.205123509610368,0.157918536200377,0.105555305055283,0.124159416531257,0.417400673703084,0.10239917035631,0.0781077820700451,0.0928049940181127,0.222281792228379,0.119683644244413,0.18209151014947,0.182931693684902,0.181104661967314,0.287903085013304,0.0500869417802987,0.127782051365456,0.147132830206039,0.162852963747935,0.139938718670633,0.103495930446751,0.246396784690816,0.0620888726754008,0.249466732642646,0.146725167394834,0.0531919784515401,0.137136838323394,0.191029542078211,0.0802326720061671,0.147843106321736,0.0796417202948688,0.104974906850933
0.230165596203772,0.115085684328889,0.210912513770195,0.157515540232037,0.133338168668807,0.218153870430388,0.0783662368408452,0.128314802372486,0.169763616162311,0.329597912228738,0.418877156994682,0.144866398891701,0.156513561387765,0.121543019597997,0.18373166388698,0.0987566338846183,0.102970001289978,0.124522055761404,0.348084494178227,0.0729557522942589,0.189846890312117,0.159419841023246,0.130577444136458,0.0513921913083162,0.422461316871171,0.189951978047553,0.110213922369338,0.142882577426289,0.193425034716376,0.0749984918794867,0.11478512752547,0.297813902807898,0.207849560339586,0.171077315738472,0.104723590320567,0.133672726415198,0.172075157056691,0.0804628326536045,0.112920254489618,0.102100755994908,0.356864843214251,0.0706797672112885,0.166557659357729,0.140461652063882,0.099233071926718,0.0820211706171675,0.156262464347894,0.138976674701135,0.0932772979147192,0.0990414492747664,0.0741124247693312
0.230165596203772,0.115085684328889,0.210912513770195,0.157515540232037,0.133338168668807,0.218153870430388,0.0783662368408452,0.128314802372486,0.169763616162311,0.329597912228738,0.418877156994682,0.144866398891701,0.156513561387765,0.121543019597997,0.18373166388698,0.0987566338846183,0.102970001289978,0.124522055761404,0.348084494178227,0.0729557522942589,0.189846890312117,0.159419841023246,0.130577444136458,0.0513921913083162,0.422461316871171,0.189951978047553,0.110213922369338,0.142882577426289,0.193425034716376,0.0749984918794867,0.11478512752547,0.297813902807898,0.207849560339586,0.171077315738472,0.104723590320567,0.133672726415198,0.172075157056691,0.0804628326536045,0.112920254489618,0.102100755994908,0.356864843214251,0.0706797672112885,0.166557659357729,0.140461652063882,0.099233071926718,0.0820211706171675,0.156262464347894,0.138976674701135,0.0932772979147192,0.0990414492747664,0.0741124247693312
0.193815970754844,0.0889749892930937,0.199153062741805,0.325418312889582,0.217655605647516,0.130518027826289,0.177288534004599,0.154804411949913,0.266102946797357,0.16027497539674,0.21992064480184,0.186018887539672,0.137408453064416,0.198690379418753,0.178063975583538,0.173255568902945,0.1530346777891,0.11268555535301,0.300563778267098,0.0962049135569215,0.132761197246871,0.145891712188165,0.132577366848971,0.110408275801186,0.401645008404219,0.229081045515386,0.137968144477401,0.215722851485042,0.141010335629857,0.0825818691847238,0.126820295652123,0.272493460394765,0.318794301934761,0.148628882579762,0.0870863826048964,0.179425769476999,0.238020692485819,0.101709193782203,0.140666302044665,0.103359155473674,0.251141377505403,0.0898128751806934,0.150385480004046,0.194253247646256,0.104122975608349,0.0574832530849911,0.150122793188646,0.0785279004199013,0.168105381807197,0.14048325374791,0.0849947139776038
0.30513526435952,0.0723152684870078,0.176885383005198,0.282532728245336,0.183203385794771,0.230163565513737,0.168072142075401,0.10296280552802,0.171201554617906,0.267929326486825,0.497366057487626,0.168102870173099,0.0764326360011418,0.1852383680676,0.118208912357415,0.098055783065029,0.0791624801088507,0.0921882120446342,0.270733718632835,0.0893548187256049,0.181725111001796,0.146052236968825,0.171471053765702,0.0510046761059603,0.460920433041702,0.13480390199979,0.131906562034321,0.143872460556526,0.13087283561717,0.116310908350074,0.154814572424757,0.204030490024568,0.272572889731691,0.169121206808446,0.0847788651658729,0.0851342223763593,0.206658676243917,0.099269934731782,0.10292612733201,0.0805543291974961,0.438197720412446,0.102808734533502,0.129719004218593,0.214259623270134,0.125669833688077,0.122199030141476,0.169614033615378,0.0756475529616738,0.16724278666354,0.148381908729907,0.0626276241973972
0.230165596203772,0.115085684328889,0.210912513770195,0.157515540232037,0.133338168668807,0.218153870430388,0.0783662368408452,0.128314802372486,0.169763616162311,0.329597912228738,0.418877156994682,0.144866398891701,0.156513561387765,0.121543019597997,0.18373166388698,0.0987566338846183,0.102970001289978,0.124522055761404,0.348084494178227,0.0729557522942589,0.189846890312117,0.159419841023246,0.130577444136458,0.0513921913083162,0.422461316871171,0.189951978047553,0.110213922369338,0.142882577426289,0.193425034716376,0.0749984918794867,0.11478512752547,0.297813902807898,0.207849560339586,0.171077315738472,0.104723590320567,0.133672726415198,0.172075157056691,0.0804628326536045,0.112920254489618,0.102100755994908,0.356864843214251,0.0706797672112885,0.166557659357729,0.140461652063882,0.099233071926718,0.0820211706171675,0.156262464347894,0.138976674701135,0.0932772979147192,0.0990414492747664,0.0741124247693312
0.362303049757304,0.129428734567996,0.112550820303555,0.247761227233372,0.138728735440951,0.1075834894099,0.120465633731614,0.171517944658822,0.299444819327105,0.256399420892358,0.266696137905026,0.0932023744321944,0.146964881577547,0.162452893643285,0.11170775816317,0.180405319292599,0.146647805434946,0.215573339747484,0.352076978116673,0.104576746575461,0.205123509610368,0.157918536200377,0.105555305055283,0.124159416531257,0.417400673703084,0.10239917035631,0.0781077820700451,0.0928049940181127,0.222281792228379,0.119683644244413,0.18209151014947,0.182931693684902,0.181104661967314,0.287903085013304,0.0500869417802987,0.127782051365456,0.147132830206039,0.162852963747935,0.139938718670633,0.103495930446751,0.246396784690816,0.0620888726754008,0.249466732642646,0.146725167394834,0.0531919784515401,0.137136838323394,0.191029542078211,0.0802326720061671,0.147843106321736,0.0796417202948688,0.104974906850933
0.405040233108069,0.176247486053419,0.141594539660875,0.304194363745357,0.177287070309611,0.149784090654804,0.152113096232606,0.234658039016584,0.284964932622147,0.13653246003645,0.372897656845246,0.137140263802078,0.161729175200317,0.170664197715477,0.189932853483284,0.151403634601049,0.121054010266072,0.167881896735697,0.471936920369245,0.116031825105782,0.238711705599263,0.100419917093759,0.140994543779369,0.111244850967269,0.29515531382572,0.23261988964666,0.145457980309649,0.14260828549202,0.242698258065936,0.0596454783509809,0.18219204331018,0.192160382864603,0.185022085101906,0.164069592912339,0.0810392739826629,0.114196547368123,0.126539366677124,0.109739127781113,0.127898334025155,0.0922669987313651,0.420545666804697,0.0756157249504716,0.153232771339383,0.185316348589534,0.0896228258491876,0.108666509205711,0.106283293307758,0.0703920871473886,0.166296291117444,0.0783155859543617,0.0665768781989573
0.40659364426873,0.108626403101953,0.116704985957995,0.367978923146098,0.147168125839712,0.223964426759435,0.111370574182492,0.115709870070222,0.239604303452754,0.248824863315644,0.439309174254761,0.104479007618469,0.117863175905425,0.101778462509663,0.152008758317723,0.118428755476372,0.185880276572297,0.201769169100279,0.408616072845204,0.0926963828770659,0.30304381854128,0.155650288473784,0.111186524054971,0.0883860453534395,0.268620158857801,0.163967046374584,0.0855027467452028,0.122613868838021,0.200651511389673,0.0633516987173343,0.117779021238799,0.144154980005998,0.204987683757305,0.331083596488737,0.0900679148673322,0.137997921193241,0.157248740948617,0.130488767661325,0.0922852779721329,0.0509811671333752,0.351755773122044,0.0929370005669358,0.120656977923714,0.263454960865294,0.129943825981726,0.135189461863079,0.150742586449778,0.119307883593855,0.0959530567792082,0.0835976457934543,0.109469086499177
0.238170660833714,0.124219278458211,0.189602605747452,0.170953829480831,0.198104734042879,0.172466831018884,0.168314571649669,0.166892351663576,0.275445402321638,0.23192446906911,0.331431146976307,0.0975357862267897,0.117870198374942,0.199646448453336,0.163452661585407,0.169346151489548,0.158502001231579,0.200152235103704,0.389031660409845,0.0651157103525773,0.303835288667975,0.0709058738428191,0.126578469466314,0.0777959152379785,0.447424842496796,0.209993010779959,0.083181791183813,0.159460873522168,0.178810084235397,0.111512359406603,0.173758383178198,0.226076822044285,0.303552811742349,0.246783021797838,0.0700668273255597,0.108864902829318,0.18150587457765,0.152294618622267,0.16570586424282,0.112482350288054,0.425475454383916,0.116187962132034,0.291617501408107,0.271725538996307,0.0939819602722908,0.0906599728063444,0.148500079175902,0.140887977511343,0.101580715857466,0.0718778272633762,0.141648720571901
