"Alabama_pr.wsm","Alaska_pr.wsm","Arizona_pr.wsm","Arkansas_pr.wsm","California_pr.wsm","Colorado_pr.wsm","Connecticut_pr.wsm","Delaware_pr.wsm","District of Columbia_pr.wsm","Florida_pr.wsm","Georgia_pr.wsm","Hawaii_pr.wsm","Idaho_pr.wsm","Illinois_pr.wsm","Indiana_pr.wsm","Iowa_pr.wsm","Kansas_pr.wsm","Kentucky_pr.wsm","Louisiana_pr.wsm","Maine_pr.wsm","Maryland_pr.wsm","Massachusetts_pr.wsm","Michigan_pr.wsm","Minnesota_pr.wsm","Mississippi_pr.wsm","Missouri_pr.wsm","Montana_pr.wsm","Nebraska_pr.wsm","Nevada_pr.wsm","New Hampshire_pr.wsm","New Jersey_pr.wsm","New Mexico_pr.wsm","New York_pr.wsm","North Carolina_pr.wsm","North Dakota_pr.wsm","Ohio_pr.wsm","Oklahoma_pr.wsm","Oregon_pr.wsm","Pennsylvania_pr.wsm","Rhode Island_pr.wsm","South Carolina_pr.wsm","South Dakota_pr.wsm","Tennessee_pr.wsm","Texas_pr.wsm","Utah_pr.wsm","Vermont_pr.wsm","Virginia_pr.wsm","Washington_pr.wsm","West Virginia_pr.wsm","Wisconsin_pr.wsm","Wyoming_pr.wsm"
0.000690268055117771,0.000207537006186402,0.000394658637989229,0.000289691477785692,0.000360283079794841,0.000353244353484307,0.00120668614903558,0.00122385096681816,0.00899860305962554,0.00333194957155208,0.00105684160540112,0.000174470317907418,0.000190263742485397,0.000543994218347969,0.000580063064648865,0.000326478826204012,0.000188501965418796,0.000323998250961301,0.00293431983681393,0.000202358594179029,0.00240359780024891,0.00088987627355139,0.000240907617354772,0.000325584821095614,0.00115043616927825,0.000441952905821373,6.5039610763786e-05,0.000285583088491659,0.000379175226486623,0.000205830699961448,0.00204106060082588,0.000285398204937205,0.00122883323665195,0.00133203088588401,0.000291537590862153,0.000438237229806983,0.000393861805640363,0.000196506622213672,0.0011839118891968,0.00103646474729059,0.00117642878268992,0.000344780637997623,0.000970361993732226,0.00111717205353044,0.000151038731714819,0.000161877024042739,0.000853728839413121,0.000346842232317425,0.000187253459398844,0.000175699500804092,8.02135894789041e-05
0.000775227992492205,0.000169114235975612,0.000289036666624305,0.000342331031856306,0.000279735632983985,0.000279336182300229,0.000752821375211572,0.00229784600573669,0.00722396323391064,0.00337411573215554,0.00131717560228057,0.000225830575032288,0.000175810001741795,0.000618602093128863,0.000491673047063586,0.000273300328753078,0.000200255775899631,0.000481203859418226,0.00150139681075352,0.000305264404948073,0.00290468932554855,0.000556802474893605,0.000317360865198865,0.000429764055264683,0.00102197133483004,0.000383158194771463,6.97404942959736e-05,0.000374371226943315,0.000463760843919158,0.000202570881701464,0.00108689732060464,0.000345283079969127,0.00214303484812629,0.00144132541682903,0.000289987359949427,0.000407279245624603,0.000325494209665078,0.000160010487611546,0.000991312641630268,0.000660494506854406,0.00111473201272435,0.000227962370573842,0.000951898611521857,0.000901996094546265,0.000114613279717463,0.000189438243583755,0.000952739084523224,0.000375454604715061,0.000191937381388037,0.000251667135440699,6.92355116575837e-05
0.000775227992492205,0.000169114235975612,0.000289036666624305,0.000342331031856306,0.000279735632983985,0.000279336182300229,0.000752821375211572,0.00229784600573669,0.00722396323391064,0.00337411573215554,0.00131717560228057,0.000225830575032288,0.000175810001741795,0.000618602093128863,0.000491673047063586,0.000273300328753078,0.000200255775899631,0.000481203859418226,0.00150139681075352,0.000305264404948073,0.00290468932554855,0.000556802474893605,0.000317360865198865,0.000429764055264683,0.00102197133483004,0.000383158194771463,6.97404942959736e-05,0.000374371226943315,0.000463760843919158,0.000202570881701464,0.00108689732060464,0.000345283079969127,0.00214303484812629,0.00144132541682903,0.000289987359949427,0.000407279245624603,0.000325494209665078,0.000160010487611546,0.000991312641630268,0.000660494506854406,0.00111473201272435,0.000227962370573842,0.000951898611521857,0.000901996094546265,0.000114613279717463,0.000189438243583755,0.000952739084523224,0.000375454604715061,0.000191937381388037,0.000251667135440699,6.92355116575837e-05
0.000665378584742765,0.000201117140256994,0.000319962300320771,0.000513496603728011,0.00038640380132947,0.000266079468346699,0.000748461417498643,0.0023938035723941,0.00518051666537852,0.003048674906942,0.00123552045795631,0.000208670834500454,0.000163986586143591,0.000593155404651352,0.000672691983676294,0.0001938563416437,0.000221248007743465,0.000315380494710148,0.0019412177871053,0.000306579875736276,0.00259160689736399,0.000986623947810328,0.000335208390214632,0.000293029666736857,0.00142382582210109,0.000280954593484021,6.62453056733353e-05,0.000426547295998175,0.00043360993577456,0.000123411822492816,0.00169580988505209,0.000218286269254696,0.00121458681478748,0.000842732134231347,0.000307277798545788,0.000445356247370141,0.000336663062192931,0.000230762168308382,0.00123150444277653,0.000830633283849036,0.00156440443696377,0.000229998433157567,0.00110725703123224,0.00059914448826914,0.000132294454220794,0.000187368254078076,0.000884832583829144,0.000208961425634998,0.000180344913904795,0.000261144574705349,8.33610642396071e-05
0.000564936669064575,0.00030561001352967,0.000453405149097616,0.000492756441537486,0.000292938679283819,0.000388431197165265,0.00119236128329446,0.00206407747165435,0.00658086104398389,0.0022410095270228,0.00129997639190518,0.00020958919427476,0.000117439061234696,0.000528622538166937,0.000654728480283442,0.000269536143118788,0.000255873273972922,0.00027058852043879,0.00291006598171605,0.000310479619280422,0.00329361436674514,0.000572388987850424,0.000246196125074908,0.000281659411753435,0.000812207205409158,0.000434367786992779,6.28205377681978e-05,0.000254439331587514,0.00062162223648463,0.000156661271010988,0.00196809786701368,0.000200509817293487,0.00170160382782724,0.00111206847758425,0.000206596575997117,0.000403176901360091,0.000377791996414839,0.000200991111503898,0.00157029684875161,0.000647421449993075,0.000961191788764557,0.000357023789832727,0.000598527332366871,0.000700425447556973,0.000155935169612313,0.000178300146551818,0.00110879171289572,0.000296624748859448,0.000155770869338755,0.00018180748630089,7.3582812910358e-05
0.000775227992492205,0.000169114235975612,0.000289036666624305,0.000342331031856306,0.000279735632983985,0.000279336182300229,0.000752821375211572,0.00229784600573669,0.00722396323391064,0.00337411573215554,0.00131717560228057,0.000225830575032288,0.000175810001741795,0.000618602093128863,0.000491673047063586,0.000273300328753078,0.000200255775899631,0.000481203859418226,0.00150139681075352,0.000305264404948073,0.00290468932554855,0.000556802474893605,0.000317360865198865,0.000429764055264683,0.00102197133483004,0.000383158194771463,6.97404942959736e-05,0.000374371226943315,0.000463760843919158,0.000202570881701464,0.00108689732060464,0.000345283079969127,0.00214303484812629,0.00144132541682903,0.000289987359949427,0.000407279245624603,0.000325494209665078,0.000160010487611546,0.000991312641630268,0.000660494506854406,0.00111473201272435,0.000227962370573842,0.000951898611521857,0.000901996094546265,0.000114613279717463,0.000189438243583755,0.000952739084523224,0.000375454604715061,0.000191937381388037,0.000251667135440699,6.92355116575837e-05
0.000690268055117771,0.000207537006186402,0.000394658637989229,0.000289691477785692,0.000360283079794841,0.000353244353484307,0.00120668614903558,0.00122385096681816,0.00899860305962554,0.00333194957155208,0.00105684160540112,0.000174470317907418,0.000190263742485397,0.000543994218347969,0.000580063064648865,0.000326478826204012,0.000188501965418796,0.000323998250961301,0.00293431983681393,0.000202358594179029,0.00240359780024891,0.00088987627355139,0.000240907617354772,0.000325584821095614,0.00115043616927825,0.000441952905821373,6.5039610763786e-05,0.000285583088491659,0.000379175226486623,0.000205830699961448,0.00204106060082588,0.000285398204937205,0.00122883323665195,0.00133203088588401,0.000291537590862153,0.000438237229806983,0.000393861805640363,0.000196506622213672,0.0011839118891968,0.00103646474729059,0.00117642878268992,0.000344780637997623,0.000970361993732226,0.00111717205353044,0.000151038731714819,0.000161877024042739,0.000853728839413121,0.000346842232317425,0.000187253459398844,0.000175699500804092,8.02135894789041e-05
0.000672862964554895,0.000239214766501471,0.000427919737127699,0.000365879521953238,0.000432898273524196,0.000443197068363837,0.00120245187498071,0.00167534977266475,0.00514195290422049,0.00367099642971188,0.0014013059661241,0.000231205018190941,0.000201038494907296,0.000740155719819361,0.000611083821753685,0.000276176567277861,0.000165588671469516,0.00033405948876051,0.00251348301841959,0.000217621034715368,0.00260437944343581,0.000871665159094162,0.000233620066457468,0.000331977401064142,0.000890710014291846,0.000325292544338137,5.53523436440231e-05,0.000267497161730202,0.000557309038052995,0.000134474154390633,0.00205966436083497,0.000307306554494492,0.00220352700249403,0.00136357098911368,0.000279571488263808,0.000532760839637653,0.000441588277492421,0.000180252053883425,0.00112931799246818,0.00102267528717391,0.00169359601927117,0.000392093293508837,0.000823553573521108,0.000735475526229309,0.000145499394018824,0.000172637619253013,0.000854042143607305,0.000364186291554547,0.000255820884612095,0.000247062614851695,9.15845717582412e-05
0.000916710815477941,0.000251251545600235,0.00045023056827121,0.000481484634473607,0.000298921597638467,0.0004269073844998,0.0012316011301755,0.00225792212876864,0.00513043319202988,0.00309387249454913,0.00177070667853087,0.000144987031714808,0.0001714459074074,0.000639991171617241,0.000470346631850859,0.000312303328382588,0.000147640148152202,0.00034367571675966,0.00184757306590677,0.000342208541840893,0.00331495763745816,0.000842429272413254,0.000327742371959037,0.000495234866779735,0.000846660874966655,0.000295058414456171,9.0652531635275e-05,0.000370908808040661,0.000519939975471745,0.000139478459692476,0.00210645987765699,0.000270870446121699,0.00131370803201218,0.000916037659752014,0.000212880837581419,0.000601095544104313,0.000396958682769587,0.000143238683632359,0.00149641438772557,0.000740918526220642,0.00146658161809281,0.000344782139249048,0.00103635484108944,0.000646839273648058,0.000101800186037512,0.000126842956741857,0.000917129268167029,0.000406774915866222,0.000280773467532882,0.000252660316849517,6.0465774022685e-05
0.0008719936654799,0.000276899071687701,0.000293561618509825,0.000304154724387105,0.000457511378573992,0.000334048333174923,0.000918507878293613,0.00160077346431778,0.00816986211628606,0.00221945228106969,0.00196476186541828,0.00025401596278671,0.000103703317386824,0.000735894628522387,0.000729047857746205,0.000175834872159294,0.000186030864163875,0.000354061800913172,0.00252863303844934,0.00022320440408749,0.00277151937067943,0.000851521005658295,0.000297566993057346,0.000489177519869682,0.00120762654823659,0.00028529120504674,9.08894444353238e-05,0.000351943178674993,0.00055217720357665,0.000127172937029314,0.00143344392281848,0.000228567843911834,0.00179805054218802,0.00135549450026338,0.000265772231179397,0.000314910827596204,0.000342768400349505,0.000250651069183501,0.000920092505033474,0.000712446811927205,0.00103167877918825,0.000312348676127024,0.00107774116884778,0.000596562612939247,0.000118341074289763,0.000126890039893486,0.000752323358933768,0.000226550611080142,0.000240420424610826,0.000278359860378104,6.13757016383073e-05
