"Alabama_vs.msm","Alaska_vs.msm","Arizona_vs.msm","Arkansas_vs.msm","California_vs.msm","Colorado_vs.msm","Connecticut_vs.msm","Delaware_vs.msm","District of Columbia_vs.msm","Florida_vs.msm","Georgia_vs.msm","Hawaii_vs.msm","Idaho_vs.msm","Illinois_vs.msm","Indiana_vs.msm","Iowa_vs.msm","Kansas_vs.msm","Kentucky_vs.msm","Louisiana_vs.msm","Maine_vs.msm","Maryland_vs.msm","Massachusetts_vs.msm","Michigan_vs.msm","Minnesota_vs.msm","Mississippi_vs.msm","Missouri_vs.msm","Montana_vs.msm","Nebraska_vs.msm","Nevada_vs.msm","New Hampshire_vs.msm","New Jersey_vs.msm","New Mexico_vs.msm","New York_vs.msm","North Carolina_vs.msm","North Dakota_vs.msm","Ohio_vs.msm","Oklahoma_vs.msm","Oregon_vs.msm","Pennsylvania_vs.msm","Rhode Island_vs.msm","South Carolina_vs.msm","South Dakota_vs.msm","Tennessee_vs.msm","Texas_vs.msm","Utah_vs.msm","Vermont_vs.msm","Virginia_vs.msm","Washington_vs.msm","West Virginia_vs.msm","Wisconsin_vs.msm","Wyoming_vs.msm"
0.516658129449554,0.826160958086974,0.565640672084381,0.709166728512422,0.668579881999686,0.599658648371545,0.610756083917382,0.70698070729903,0.547909871246087,0.661234077067774,0.667007446698001,0.783604929072414,0.745835453107584,0.685993845391282,0.743503838990637,0.781844275566936,0.741183235085844,0.835845043987545,0.75845385123936,0.823959039166895,0.667976160040143,0.648978154984812,0.784001136110834,0.760155788179966,0.368926878775545,0.619239183426964,0.719441974961085,0.654290613784034,0.698828555818776,0.721875163030063,0.670692052199191,0.737739972292626,0.68434114578644,0.663382215369155,0.484221696544418,0.72549812108557,0.703924672052328,0.845304107212998,0.603857529948661,0.760936908347598,0.679464539620085,0.664957866522151,0.645149301882504,0.682609409051647,0.738963687620108,0.766629033289332,0.681622108773122,0.775272560911279,0.48637726508279,0.845165399696379,0.625014136093395
0.552308401005871,0.716600614132066,0.589648320148159,0.645424009925021,0.715164769358497,0.600900442900296,0.533825387502614,0.817989760552125,0.584728966588064,0.761940353891302,0.712581223794351,0.793490916648568,0.625433088541641,0.618233434747849,0.692465956673842,0.779402504924205,0.676110795928439,0.780011453594076,0.674237172981506,0.774335986799254,0.646585484988613,0.703218213848847,0.784522985742672,0.722808248015738,0.34988623225941,0.670189620404362,0.814609202266875,0.736951293247714,0.621612934542595,0.6287460520176,0.751377847696761,0.746881384293347,0.724975797705042,0.635676158226149,0.459866329188518,0.631318098513314,0.673017486531766,0.788114866063481,0.644473282619632,0.811229068281081,0.684880466454027,0.710854139157156,0.742593549967674,0.699655630007774,0.739329306402723,0.741986433606919,0.687317972137448,0.840605985328028,0.517576746094173,0.747875284650372,0.706793502927301
0.552308401005871,0.716600614132066,0.589648320148159,0.645424009925021,0.715164769358497,0.600900442900296,0.533825387502614,0.817989760552125,0.584728966588064,0.761940353891302,0.712581223794351,0.793490916648568,0.625433088541641,0.618233434747849,0.692465956673842,0.779402504924205,0.676110795928439,0.780011453594076,0.674237172981506,0.774335986799254,0.646585484988613,0.703218213848847,0.784522985742672,0.722808248015738,0.34988623225941,0.670189620404362,0.814609202266875,0.736951293247714,0.621612934542595,0.6287460520176,0.751377847696761,0.746881384293347,0.724975797705042,0.635676158226149,0.459866329188518,0.631318098513314,0.673017486531766,0.788114866063481,0.644473282619632,0.811229068281081,0.684880466454027,0.710854139157156,0.742593549967674,0.699655630007774,0.739329306402723,0.741986433606919,0.687317972137448,0.840605985328028,0.517576746094173,0.747875284650372,0.706793502927301
0.508913003236714,0.732342085935862,0.590315187815184,0.708480444619559,0.687253472157206,0.580090419951641,0.50468561562264,0.859611546459925,0.63503895429992,0.787938470390683,0.672524928648795,0.775442406281032,0.669046685098018,0.612630766381386,0.752203351229605,0.865325417927035,0.709999706099204,0.817535724575939,0.682543641050884,0.857283958475384,0.642659759231459,0.629012862769086,0.802709934733384,0.64650882398855,0.342129608664361,0.64581486736378,0.816421084662944,0.733469722916986,0.684201193123394,0.636855881339912,0.752116689858997,0.737854256139255,0.753034076934594,0.64361849510564,0.434657224312718,0.658357502412694,0.626612235709927,0.762596177688497,0.628650251481424,0.759494896987061,0.676718498244208,0.689636589927536,0.684629352430024,0.582076307900466,0.785157839180096,0.826092882411966,0.683581879484436,0.774753458140939,0.443951950419225,0.851150467674073,0.712623389360185
0.578503696788157,0.730199938487654,0.674484698167038,0.685585439695194,0.696041260651703,0.563863297102073,0.511156429282102,0.775258546451518,0.629273766479048,0.665433718277873,0.648738140814849,0.742333799068159,0.705981506833797,0.626924175884475,0.732656109541514,0.868885453495207,0.715242594498356,0.776885140627847,0.703232872781228,0.82007314746911,0.67280034736786,0.72269558361631,0.684965303250437,0.68287613124607,0.347167749178748,0.639172982958124,0.756347631120563,0.633637270866665,0.671282996507607,0.652424134560325,0.739533098391244,0.713685928560563,0.687403628783003,0.667145891526639,0.460633693890793,0.63217868759023,0.702076231764962,0.780776258158827,0.634278247331241,0.774445182563099,0.630585714275949,0.624972669821874,0.646815625257877,0.68765137386064,0.706371019026089,0.752101894297033,0.699892575970154,0.870514230766984,0.473196697110846,0.851894287525973,0.663380031903073
0.552308401005871,0.716600614132066,0.589648320148159,0.645424009925021,0.715164769358497,0.600900442900296,0.533825387502614,0.817989760552125,0.584728966588064,0.761940353891302,0.712581223794351,0.793490916648568,0.625433088541641,0.618233434747849,0.692465956673842,0.779402504924205,0.676110795928439,0.780011453594076,0.674237172981506,0.774335986799254,0.646585484988613,0.703218213848847,0.784522985742672,0.722808248015738,0.34988623225941,0.670189620404362,0.814609202266875,0.736951293247714,0.621612934542595,0.6287460520176,0.751377847696761,0.746881384293347,0.724975797705042,0.635676158226149,0.459866329188518,0.631318098513314,0.673017486531766,0.788114866063481,0.644473282619632,0.811229068281081,0.684880466454027,0.710854139157156,0.742593549967674,0.699655630007774,0.739329306402723,0.741986433606919,0.687317972137448,0.840605985328028,0.517576746094173,0.747875284650372,0.706793502927301
0.516658129449554,0.826160958086974,0.565640672084381,0.709166728512422,0.668579881999686,0.599658648371545,0.610756083917382,0.70698070729903,0.547909871246087,0.661234077067774,0.667007446698001,0.783604929072414,0.745835453107584,0.685993845391282,0.743503838990637,0.781844275566936,0.741183235085844,0.835845043987545,0.75845385123936,0.823959039166895,0.667976160040143,0.648978154984812,0.784001136110834,0.760155788179966,0.368926878775545,0.619239183426964,0.719441974961085,0.654290613784034,0.698828555818776,0.721875163030063,0.670692052199191,0.737739972292626,0.68434114578644,0.663382215369155,0.484221696544418,0.72549812108557,0.703924672052328,0.845304107212998,0.603857529948661,0.760936908347598,0.679464539620085,0.664957866522151,0.645149301882504,0.682609409051647,0.738963687620108,0.766629033289332,0.681622108773122,0.775272560911279,0.48637726508279,0.845165399696379,0.625014136093395
0.529865325889442,0.748759778713906,0.607028939872851,0.721469372582851,0.624433093011435,0.586869052277996,0.589002949964703,0.762719603440911,0.645807811855474,0.695622758912348,0.617541472698908,0.85477916673235,0.710206104472296,0.598146206971024,0.76453252385627,0.871347877550995,0.808044701852448,0.710113747386933,0.700615670207701,0.764835956157991,0.590888863569936,0.695402523386204,0.802754893601502,0.744560061560921,0.309958702413555,0.652216295754584,0.732792001721695,0.672993944446172,0.587977570334073,0.718893927521904,0.707709284274438,0.663707539528226,0.673240882666646,0.666510325581359,0.50991519474693,0.637454004783013,0.705816100687251,0.779358629544871,0.653528503876223,0.80521550305332,0.686383576636614,0.659366779152661,0.745807578873412,0.630881440320534,0.773419473127767,0.752638027270893,0.648847851194718,0.78755129958044,0.50498460507596,0.780907151254863,0.737068786281252
0.499033543818488,0.795724966465349,0.665941959032656,0.666347394601524,0.674254514935827,0.564794406926573,0.612512056003546,0.712865652961281,0.558424587967652,0.794966234734914,0.637029792970087,0.828345594026156,0.669066429039024,0.653398289861806,0.787578215559753,0.858536063540484,0.712222826789873,0.685080412103342,0.648911630546706,0.807640826127574,0.655395990721809,0.747367203556811,0.731045636705773,0.688371238176264,0.306732237758132,0.686880075450101,0.871586037931624,0.684801942288489,0.631007522791626,0.734377582756052,0.723581534668561,0.675591811253174,0.681851030524471,0.638577322424366,0.477835630447244,0.720524938173298,0.645903123827997,0.809867401147938,0.615618873206935,0.691493566333836,0.60796395630188,0.636860060124233,0.71446700576699,0.632610789947607,0.699074072605594,0.751849870970349,0.630872097638609,0.820913380063557,0.478592357928681,0.836039785609272,0.729689905319509
0.544962420399003,0.736427827071595,0.606781141910032,0.619165911245907,0.671751706820628,0.606541976489424,0.567248759904692,0.848316966325973,0.571897353125682,0.703115646292113,0.641728755363197,0.750834216797728,0.728585936346512,0.612635882282841,0.779366734060934,0.787300072858454,0.683093833857555,0.701254693765994,0.731535594288625,0.867683052588665,0.646571370774819,0.710849552850162,0.687349341732733,0.63935587017309,0.368313862827735,0.663425772483888,0.851285036985042,0.768823578559252,0.669355459039835,0.648096824468352,0.665697729053856,0.672032433537093,0.745654546205243,0.667192205780574,0.453343969972434,0.683470850898685,0.701615016044368,0.716330366558076,0.670561901778217,0.779222769681276,0.599278623379068,0.680850608505603,0.652699038820431,0.631077890852692,0.728153688463197,0.788230338893806,0.701958636349743,0.777206216630016,0.512024370770036,0.778779260789088,0.731897637540219
