"Alabama_pr.msw","Alaska_pr.msw","Arizona_pr.msw","Arkansas_pr.msw","California_pr.msw","Colorado_pr.msw","Connecticut_pr.msw","Delaware_pr.msw","District of Columbia_pr.msw","Florida_pr.msw","Georgia_pr.msw","Hawaii_pr.msw","Idaho_pr.msw","Illinois_pr.msw","Indiana_pr.msw","Iowa_pr.msw","Kansas_pr.msw","Kentucky_pr.msw","Louisiana_pr.msw","Maine_pr.msw","Maryland_pr.msw","Massachusetts_pr.msw","Michigan_pr.msw","Minnesota_pr.msw","Mississippi_pr.msw","Missouri_pr.msw","Montana_pr.msw","Nebraska_pr.msw","Nevada_pr.msw","New Hampshire_pr.msw","New Jersey_pr.msw","New Mexico_pr.msw","New York_pr.msw","North Carolina_pr.msw","North Dakota_pr.msw","Ohio_pr.msw","Oklahoma_pr.msw","Oregon_pr.msw","Pennsylvania_pr.msw","Rhode Island_pr.msw","South Carolina_pr.msw","South Dakota_pr.msw","Tennessee_pr.msw","Texas_pr.msw","Utah_pr.msw","Vermont_pr.msw","Virginia_pr.msw","Washington_pr.msw","West Virginia_pr.msw","Wisconsin_pr.msw","Wyoming_pr.msw"
0.00177078127824683,0.000526722276956978,0.00088674088734174,0.00147363738379039,0.00110705479870494,0.000652248302729374,0.00149708010383811,0.00214913871802661,0.0111335462732851,0.00577764675820903,0.00432620913584724,0.000556182746097755,0.000299145804292078,0.00159964802440537,0.000816936270372638,0.000452552583028352,0.000599778823464181,0.000781506554222111,0.00391427907853305,0.000649697469576032,0.00360608694381203,0.00156334023539279,0.0010567197688839,0.00146606678651501,0.00299884132121785,0.0012463591688103,0.000268496663696913,0.000568217123763944,0.0019725275853047,0.000448500725442421,0.00316819801596429,0.000400423132572341,0.00345735635471508,0.00172692042585304,0.000509731070928757,0.00150889713559517,0.000677644836381937,0.000691554349292315,0.00193663966366788,0.00198550007855303,0.00337211186928889,0.000880318092829605,0.00138342287813043,0.00246315284875983,0.00061985651050913,0.000454875787214758,0.00247313785037543,0.000701808475911867,0.000389944578484009,0.000452048601606906,0.000330867659242921
0.00237098671864005,0.000784262122316751,0.00117656587500564,0.00142941228127865,0.00130697487516843,0.000997328605051527,0.00275533148737933,0.00333259639041153,0.0139106381673277,0.00442984354747012,0.00368890460553703,0.000514059815403335,0.000424723933967752,0.00100476366242621,0.00126132783272456,0.000759633047004566,0.000697620814750496,0.00123123099528715,0.00433225356941959,0.000671747485268369,0.00412165235593834,0.00263700162051164,0.000886934519276189,0.000960216769358894,0.00348328461209325,0.00114897399383433,0.000260984401057565,0.00104724376262412,0.00217082236524146,0.000599043517200632,0.00215829073339344,0.000643243313314044,0.00338431011408449,0.00226720404287215,0.000681497970158091,0.00132956661375151,0.00071621575340099,0.000398649092560416,0.00224344942079029,0.00185266304741808,0.00267252961398693,0.000516248602965858,0.00242609950984093,0.00208550688745284,0.00054936482697389,0.000583925934160403,0.00179167660929627,0.000721935002555911,0.000443742088697572,0.000426545542569956,0.000349276082691742
0.00237098671864005,0.000784262122316751,0.00117656587500564,0.00142941228127865,0.00130697487516843,0.000997328605051527,0.00275533148737933,0.00333259639041153,0.0139106381673277,0.00442984354747012,0.00368890460553703,0.000514059815403335,0.000424723933967752,0.00100476366242621,0.00126132783272456,0.000759633047004566,0.000697620814750496,0.00123123099528715,0.00433225356941959,0.000671747485268369,0.00412165235593834,0.00263700162051164,0.000886934519276189,0.000960216769358894,0.00348328461209325,0.00114897399383433,0.000260984401057565,0.00104724376262412,0.00217082236524146,0.000599043517200632,0.00215829073339344,0.000643243313314044,0.00338431011408449,0.00226720404287215,0.000681497970158091,0.00132956661375151,0.00071621575340099,0.000398649092560416,0.00224344942079029,0.00185266304741808,0.00267252961398693,0.000516248602965858,0.00242609950984093,0.00208550688745284,0.00054936482697389,0.000583925934160403,0.00179167660929627,0.000721935002555911,0.000443742088697572,0.000426545542569956,0.000349276082691742
0.00179778806065525,0.000894880929154407,0.000746212005421059,0.00148058857123843,0.00135146755309582,0.00104777814780033,0.00151871449260047,0.00205587514919015,0.0140466383237798,0.00482731987644102,0.00293332063984473,0.000347124874905248,0.000427757843428533,0.00114869569039549,0.000954145547279546,0.00073158929938995,0.000530605778154279,0.00110997507266383,0.0047745788126848,0.000724057591119401,0.00560103186151218,0.00219816252277425,0.00113676277722002,0.00110887184993827,0.00329874740316204,0.00100153441218137,0.0002343406567586,0.0010120663946793,0.00150158954280439,0.000573502517947463,0.00379675653379255,0.000713168907686618,0.00412842679164989,0.00169990691182535,0.000568517334190795,0.00114101156404011,0.000629864199446911,0.000374705878219858,0.00149504612740513,0.00161954481571978,0.0034797307466781,0.000701481523440746,0.00188216456465309,0.00255768480337704,0.000594204979136459,0.000421167711598812,0.00242698554639395,0.000652824685255031,0.000442919892877479,0.000570031959282319,0.000311756741524959
0.00166698789784158,0.000622254799245509,0.00081148352243208,0.00158662571012159,0.000945822882066759,0.000727587019712913,0.001566175499723,0.00318460535049345,0.0104452881491447,0.00447164558515806,0.00394456751009394,0.000504807989596476,0.00045031540958118,0.00156914128078286,0.000961105065928231,0.000458101653611891,0.000584925450512258,0.000686187450959819,0.00493089234405252,0.000859139029782443,0.00476326375615504,0.00152816977422177,0.00109304015570205,0.00163845841899733,0.00331369788423495,0.00110927536169771,0.00016519553427785,0.000928250132975811,0.002055730461699,0.000533643247441487,0.00322603670684258,0.000424919186451441,0.00551496047319391,0.00169275910176123,0.000645489487869241,0.00114650756171324,0.00102639689551382,0.00061053148611402,0.00182199617943656,0.00201238971513934,0.00336867874648462,0.000884227637244943,0.0015246288833929,0.00275416780344417,0.000339103054093154,0.000429444750943368,0.00171021951773756,0.00102160580892166,0.0006989110364742,0.000632547436960344,0.00024549518632914
0.00237098671864005,0.000784262122316751,0.00117656587500564,0.00142941228127865,0.00130697487516843,0.000997328605051527,0.00275533148737933,0.00333259639041153,0.0139106381673277,0.00442984354747012,0.00368890460553703,0.000514059815403335,0.000424723933967752,0.00100476366242621,0.00126132783272456,0.000759633047004566,0.000697620814750496,0.00123123099528715,0.00433225356941959,0.000671747485268369,0.00412165235593834,0.00263700162051164,0.000886934519276189,0.000960216769358894,0.00348328461209325,0.00114897399383433,0.000260984401057565,0.00104724376262412,0.00217082236524146,0.000599043517200632,0.00215829073339344,0.000643243313314044,0.00338431011408449,0.00226720404287215,0.000681497970158091,0.00132956661375151,0.00071621575340099,0.000398649092560416,0.00224344942079029,0.00185266304741808,0.00267252961398693,0.000516248602965858,0.00242609950984093,0.00208550688745284,0.00054936482697389,0.000583925934160403,0.00179167660929627,0.000721935002555911,0.000443742088697572,0.000426545542569956,0.000349276082691742
0.00177078127824683,0.000526722276956978,0.00088674088734174,0.00147363738379039,0.00110705479870494,0.000652248302729374,0.00149708010383811,0.00214913871802661,0.0111335462732851,0.00577764675820903,0.00432620913584724,0.000556182746097755,0.000299145804292078,0.00159964802440537,0.000816936270372638,0.000452552583028352,0.000599778823464181,0.000781506554222111,0.00391427907853305,0.000649697469576032,0.00360608694381203,0.00156334023539279,0.0010567197688839,0.00146606678651501,0.00299884132121785,0.0012463591688103,0.000268496663696913,0.000568217123763944,0.0019725275853047,0.000448500725442421,0.00316819801596429,0.000400423132572341,0.00345735635471508,0.00172692042585304,0.000509731070928757,0.00150889713559517,0.000677644836381937,0.000691554349292315,0.00193663966366788,0.00198550007855303,0.00337211186928889,0.000880318092829605,0.00138342287813043,0.00246315284875983,0.00061985651050913,0.000454875787214758,0.00247313785037543,0.000701808475911867,0.000389944578484009,0.000452048601606906,0.000330867659242921
0.0021163166910382,0.000903924171835786,0.000776299079411166,0.00136897220640057,0.00118379361549939,0.000746981717899391,0.0021574331041835,0.0037289592322897,0.00894189792167811,0.00554009298015034,0.00286900104084893,0.000394193331167891,0.000435022213596972,0.00131717481885112,0.00119316975513346,0.000660696090658748,0.000516411432973066,0.00112922509356217,0.00328081647214818,0.000535879530716204,0.00618763844990844,0.00271913176168817,0.00105674796268535,0.000844325484290028,0.00341449854404618,0.000783985176256843,0.000258398215312913,0.000565841343041002,0.00197182031761482,0.000490405432094847,0.00388198459387244,0.000556494697323163,0.00549337290071058,0.00258492010297169,0.000772286107207606,0.00137656586737812,0.000617433659197634,0.000435395228634566,0.0017367117493464,0.00175256493512219,0.00341902200663493,0.000805720232856263,0.00181001022626328,0.00180369320525119,0.000355703789375987,0.000345938926060586,0.00219491833362488,0.00107652650184054,0.000550541332177675,0.00071361987289428,0.000189501677068685
0.00216560952008119,0.000736047852498053,0.00128315437435833,0.00162748237792126,0.00146653845456982,0.00100699961067187,0.00273606360190406,0.00239294263877561,0.00937459530717181,0.0031848345810356,0.00419945576578693,0.000612288221059662,0.000315068329477106,0.00165050341624289,0.00152171877369834,0.000532164753595347,0.000840356106509603,0.000801736239381875,0.00369934953060315,0.000610206445138947,0.00645367626658382,0.00181322829202081,0.000637554141302474,0.00100264158493582,0.00204205484384078,0.000794108996502377,0.000266999397142925,0.00103374852418636,0.00157418014425109,0.000406853822538226,0.00241616979356122,0.000761554693834345,0.00550835522366295,0.00293413002744769,0.000711795826406613,0.00143880049031801,0.00103043063415592,0.000402199581580179,0.00224242296698669,0.00191222275662261,0.00281334493730687,0.000909747203943277,0.00262471679423967,0.00289803895626161,0.000540355200192834,0.000600441808503905,0.00159955042879515,0.000655445207917067,0.000554893015337347,0.0004719086760472,0.000261024615008504
0.00238238262036212,0.000523969959414585,0.00122778810586603,0.00125426084645232,0.00137578472662256,0.000714876378528692,0.00208756243639258,0.00299902394527673,0.0103494504352543,0.0052733678668857,0.00413990049323386,0.000440164254300205,0.000457367565481197,0.00171323707407082,0.0015077663259316,0.00049468656366629,0.000456510189176007,0.000758843603565085,0.00476227919223103,0.000696021567656008,0.0057920111704736,0.00172955505211133,0.000909062527218032,0.00105250127031452,0.00310171800612376,0.00129803984862631,0.000260091130436821,0.000543816217894084,0.002142337347977,0.000438411768033269,0.00267812087029001,0.000556663821122054,0.00511674909505248,0.00179824579364897,0.00046025951894773,0.00114789177857137,0.00105593795699032,0.000738848810904169,0.00194157989308675,0.00176935578821179,0.00256853676593078,0.000729103329321022,0.00206639260503524,0.00191759100947511,0.000590009852954544,0.000541492094282885,0.0024691247241053,0.000616279979983682,0.000477423936239878,0.000473114626765266,0.000270453897526594
